Name,Price,Brand,Url,Rated,Votes,Imgs,CPU,RAM,ManHinh,OCung,Card,HDH,KT&KL
"Laptop Lenovo IdeaPad 3 14IAU7 i3 1215U/8GB/512GB/14""FHD/Win 11",11790000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-3-14iau7-i3-1215u,4.7,37,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007472961756224_lenovo-ideapad-3-14iau7-xanh-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007472961913374_lenovo-ideapad-3-14iau7-xanh-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007409893547493_lenovo-ideapad-3-14iau7-xanh-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/7/638007472960177910_lenovo-ideapad-3-14iau7-xanh-4.jpg']","Intel, Core i3, 1215U","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, TN, 60 Hz, 250 nits, LED Backlit",SSD 512 GB,Intel UHD Graphics,Windows 11 Home,"359.2 x 236.5 x 19.9 mm, 1.63 kg"
Laptop Asus ROG Strix Gaming G513IE-HN246W R7 4800H/8GB/512GB/15.6FHD/GeForce RTX 3050 Ti 4GB/Win 11,23990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-gaming-rog-strix-g513ie-hn246w-r7-4800h,4.9,96,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/26/637655727924518755_asus-rog-gaming-g513-rgb4-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/26/637655727926706226_asus-rog-gaming-g513-rgb4-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/26/637655727922487554_asus-rog-gaming-g513-rgb4-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/26/637655727922018699_asus-rog-gaming-g513-rgb4-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/26/637655727924987676_asus-rog-gaming-g513-rgb4-xam-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/26/637655727917643971_asus-rog-gaming-g513-rgb4-xam-6.jpg']","AMD, Ryzen 7, 4800H","8 GB (1 thanh 8 GB), DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, FHD",SSD 512 GB,NVIDIA GeForce RTX 3050 Ti 4 GB; AMD Radeon Graphics,Windows 11,"354 x 259 x 20.6 cm, 2.1 kg"
"Laptop MSI Gaming GF63 Thin 11UD-473VN i5 11400H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 Ti Max-Q 4GB/Win 11",18490000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-gf63-thin-11ud-i5-11400h,4.9,114,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/7/637639340541330187_msi-gaming-gf63-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/7/637639340540705429_msi-gaming-gf63-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/7/637639340538048946_msi-gaming-gf63-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/7/637639340539455202_msi-gaming-gf63-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/8/7/637639340536799316_msi-gaming-gf63-den-5.jpg']","Intel, Core i5, 11400H","8 GB, DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 358 nits, IPS LCD",SSD 512 GB,NVIDIA GeForce RTX 3050 Ti 4 GB; Intel UHD Graphics,Windows 11 Home,"459 * 354 * 317 mm, 1.86 kg"
Laptop MacBook Pro 14 2023 M2 Pro 10CPU 16GPU 16GB/512GB,48290000,Apple (MacBook),https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-2023-m2-pro-10cpu-16gpu,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096320169655477_macbook-pro-14-2023-m2-pro-10cpu-16gpu-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096320169190997_macbook-pro-14-2023-m2-pro-10cpu-16gpu-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096318362783003_macbook-pro-14-2023-m2-pro-10cpu-16gpu-xam-9.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096320167482561_macbook-pro-14-2023-m2-pro-10cpu-16gpu-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096320168476787_macbook-pro-14-2023-m2-pro-10cpu-16gpu-xam-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096320166670079_macbook-pro-14-2023-m2-pro-10cpu-16gpu-xam-7.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096320168068277_macbook-pro-14-2023-m2-pro-10cpu-16gpu-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096320167319413_macbook-pro-14-2023-m2-pro-10cpu-16gpu-xam-8.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096320167029021_macbook-pro-14-2023-m2-pro-10cpu-16gpu-xam-6.jpg']","Apple, M2 Pro, 10-Core","16 GB (1 thanh 16 GB), Hãng không công bố, Hãng không công bố","14.2 inch, 3024 x 1964 Pixels, OLED, 120 Hz, 1000 nits, Retina",SSD 512 GB,Apple M2 Pro 16-core GPU,Ventura,"31.26 x 22.12 x 1.55 cm, 1.6 kg"
"Laptop MSI Modern 14 B11MOU-1034VN i5 1155G7/8GB/512GB/14""FHD/Win 11",13990000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-14-b11mou-1034vn-i5-1155g7,4.9,225,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485446763324_msi-modern-14-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485447075881_msi-modern-14-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485445044715_msi-modern-14-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485447075881_msi-modern-14-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/4/637663485449263379_msi-modern-14-xam-5.jpg']","Intel, Core i5, 1155G7","8 GB, DDR4, 3200 MHz","14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 400 nits, IPS LCD",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home Single Language,"16.9 x 319 x 219 mm, 1.3 kg"
"Laptop LG Gram 16Z90Q-G.AH76A5 i7 1260P/16GB/512GB/16""WUXGA/Win 11",36090000,LG,https://fptshop.com.vn/may-tinh-xach-tay/lg-gram-16z90q-gah76a5-i7-1260p,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/16/637989186188359715_lg-gram-16-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/16/637989186188047203_lg-gram-16-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/16/637989186187422209_lg-gram-16-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/16/637989186188203329_lg-gram-16-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/16/637989186187109642_lg-gram-16-xam-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/16/637989186187265762_lg-gram-16-xam-6.jpg']","Intel, Core i7, 1260P","16 GB (2 thanh 8 GB), DDR5, 5200 MHz","16.0 inch, 2560 x 1600 Pixels, IPS, 60 Hz, 350 nits, Anti - Glare",SSD 512 GB,Intel Iris Xe Graphics,Windows 11,"354 x 242 x 16.8 mm, 2.25 kg"
"Laptop Dell XPS 13 Plus 9320 i7 1260P/16GB/512GB/13.4"" 3.5K Touch/Win 11",56990000,Dell,https://fptshop.com.vn/may-tinh-xach-tay/dell-xps-13-plus-9320-i7-1260p,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001682155562156_dell-xps-13-plus-9320-bac-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001688013903280_dell-xps-13-plus-9320-bac-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001688013590875_dell-xps-13-plus-9320-bac-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/30/638001688014528357_dell-xps-13-plus-9320-bac-4.jpg']","Intel, Core i7, 1260P","16 GB (1 thanh 16 GB), LPDDR5, 5200 MHz","13.4 inch, 3456 x 2160 Pixels, OLED, 60 Hz, 400 nits, OLED",SSD 512 GB,Intel Iris Xe Graphics,Windows 11 Home Single Language,"15.28 x 295.30 x 199.04 mm, 1.23 kg"
Laptop Asus Gaming TUF FX517ZM-HN480W i7 12650H/8GB/512GB/15.6FHD/GeForce RTX 3060 6GB/Win 11,28990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-gaming-tuf-fx517zm-hn480w-i7-12650h,4.8,70,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/22/637835764419854570_asus-tuf-gaming-fx517-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/22/637835764411260620_asus-tuf-gaming-fx517-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/22/637835764410323413_asus-tuf-gaming-fx517-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/22/637835764409854318_asus-tuf-gaming-fx517-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/22/637835764416261025_asus-tuf-gaming-fx517-den-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/3/22/637835764406416932_asus-tuf-gaming-fx517-den-6.jpg']","Intel, Core i7, 12650H","8 GB (1 thanh 8 GB), DDR5, 4800 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, Anti - Glare",SSD 512 GB,NVIDIA GeForce RTX 3060 6GB; Intel UHD Graphics,Windows 11 Home,"354 x 251 x 19.9 cm, 2 kg"
Laptop MacBook Air M2 2022 13 inch 8CPU 8GPU 8GB 256GB,30790000,Apple (MacBook),https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-2022-13-inch?dung-luong=256gb,4.9,86,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902004646934076_macbook-air-m2-2022-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902004645058985_macbook-air-m2-2022-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637902004647090217_macbook-air-m2-2022-xam-3.jpg']","Apple, M2, 8 - Core","8 GB, LPDDR4, 3200 MHz","13.6 inch, 2560 x 1644 Pixels, IPS, 60 Hz, 500 nits, Liquid Retina",SSD 256 GB,Apple M2 GPU 8 nhân,Ventura,"30.41 x 21.5 x 1.13 cm, 1.24"
"Laptop LG Gram 14Z90Q-G.AJ32A5 i3 1220P/8GB/256GB/14""WUXGA/Win 11",19290000,LG,https://fptshop.com.vn/may-tinh-xach-tay/lg-gram-14z90q-gaj32a5-i3-1220p,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/14/637987498658291569_lg-gram-14-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/14/637987498658135242_lg-gram-14-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/14/637987498658135242_lg-gram-14-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/14/637987498656885315_lg-gram-14-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/14/637987498656416521_lg-gram-14-den-5.jpg']","Intel, Core i3, 1220P","8 GB, LPDDR5, 5200 MHz","14.0 inch, 1200 x 1920 Pixels, IPS, 60 Hz, 350 nits, IPS LCD",SSD 256 GB,Intel UHD Graphics,Windows 11,"312 x 213,9 x 16,8 mm, 999 g"
"Laptop Asus TUF Gaming FX706HC-HX579W i5 11400H/8GB/512GB/GeForce RTX 3050 4GB/17.3""FHD/Win 11",22490000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx706hc-hx579w-i5-11400h,4.7,66,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/5/637979643267415257_asus-tuf-gaming-fx706hc-hx579w-i5-11400h-xam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/5/637979643268580356_asus-tuf-gaming-fx706hc-hx579w-i5-11400h-xam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/5/637979643266401671_asus-tuf-gaming-fx706hc-hx579w-i5-11400h-xam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/5/637979643266685321_asus-tuf-gaming-fx706hc-hx579w-i5-11400h-xam-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/9/5/637979643267799045_asus-tuf-gaming-fx706hc-hx579w-i5-11400h-xam-5.jpg']","Intel, Core i5, 11400H","8 GB, DDR4, 3200 MHz","17.3 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, IPS LCD LED Backlit",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics,Windows 11 Home,"399 x 269 x 23.3 mm, 2.6 kg"
"Laptop Asus TUF Gaming FX506LHB-HN188W i5 10300H/8GB/512GB/15.6""FHD/GeForce GTX 1650 4GB/Win11",16990000,Asus,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx506lhb-hn188w-i5-10300h,4.5,36,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/1/26/637788079927538825_asus-tuf-gaming-fx506lh-den-2022-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/1/26/637788079927538825_asus-tuf-gaming-fx506lh-den-2022-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/1/26/637788079926445424_asus-tuf-gaming-fx506lh-den-2022-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/1/26/637788079927226319_asus-tuf-gaming-fx506lh-den-2022-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/1/26/637788079926757565_asus-tuf-gaming-fx506lh-den-2022-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/1/26/637788079925976574_asus-tuf-gaming-fx506lh-den-2022-6.jpg']","Intel, Core i5, 10300H","8 GB (1 thanh 8 GB), DDR4, 2933 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Anti-glare LED-backlit",SSD 512 GB,NVIDIA GeForce GTX 1650 4GB; Intel UHD Graphics,Windows 11,"359 x 256 x 24.9 mm, 2.3 kg"
Laptop MacBook Pro M2 2022 13 inch 8CPU 10GPU 8GB 256GB,33990000,Apple (MacBook),https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-m2-2022-13-inch?dung-luong=256gb,5,463,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901981638661654_macbook-pro-m2-2022-bac-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901981639286642_macbook-pro-m2-2022-bac-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/6/7/637901981636005395_macbook-pro-m2-2022-bac-2.jpg']","Apple, M2, 8 - Core","8 GB, LPDDR4, 3200 MHz","13.3 inch, 2560 x 1600 Pixels, 500 nits, Retina",SSD 256 GB,Apple M2 GPU 10 nhân,macOS 12,"304.1 x 212.4 x 15.6 mm, 1.4 kg"
"Laptop HP Gaming OMEN 16-b0142TX i5 11400H/16GB/1TB SSD+32GB/16.1""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win10",29990000,HP,https://fptshop.com.vn/may-tinh-xach-tay/hp-gaming-omen-16-b0142tx-i5-11400h,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/21/637678439891178848_hp-gaming-omen-16-rtx-3050ti-den-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/21/637678439891803791_hp-gaming-omen-16-rtx-3050ti-den-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/21/637678439885397534_hp-gaming-omen-16-rtx-3050ti-den-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/21/637678439889616246_hp-gaming-omen-16-rtx-3050ti-den-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2021/9/21/637678439888366375_hp-gaming-omen-16-rtx-3050ti-den-5.jpg']","Intel, Core i5, 11400H","16 GB, DDR4, 2933 MHz","16.1 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 300 nits, IPS LCD",SSD 1 TB,NVIDIA GeForce RTX 3050 Ti 4 GB; Intel UHD Graphics,Windows 10 Home,"369 x 262 x 23.5 mm, 2.3 kg"
"Laptop MSI Gaming GF63 Thin 11UC-1228VN i7-11800H/8GB/512GB/15.6""FHD/GeForce RTX3050_4GB/Win11",21490000,MSI,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-gf63-thin-11uc-1228vn-i7-11800h,4.9,76,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/16/638121561917638077_msi-gaming-gf63-thin-11uc-1228vn-i7-11800h-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/16/638121561917481306_msi-gaming-gf63-thin-11uc-1228vn-i7-11800h-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/16/638121561916842204_msi-gaming-gf63-thin-11uc-1228vn-i7-11800h-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/16/638121561917481306_msi-gaming-gf63-thin-11uc-1228vn-i7-11800h-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/2/16/638121561916217233_msi-gaming-gf63-thin-11uc-1228vn-i7-11800h-3.jpg']","Intel, Core i7, 11800H","8 GB, DDR4, 3200 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, IPS",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB,Windows 11 Home Single Language,"359 * 245 * 21.7 mm, 1.86 kg"
"Laptop Lenovo Gaming Legion 5 15ARH7 R5 6600H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win 11",28990000,Lenovo,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15arh7-r5-6600h?card-do-hoa=rtx-3050,4.8,71,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713259338198_lenovo-gaming-legion-5-15arh7-xam-dam-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713258556936_lenovo-gaming-legion-5-15arh7-xam-dam-3.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2022/10/20/638018713258244488_lenovo-gaming-legion-5-15arh7-xam-dam-4.jpg']","AMD, Ryzen 5, 6600H","8 GB (1 thanh 8 GB), DDR5, 4800 MHz","15.6 inch, 1920 x 1080 Pixels, IPS, 165 Hz, 300 nits, IPS",SSD 512 GB,NVIDIA GeForce RTX 3050 4GB; AMD Radeon Graphics,Windows 11 Home,"358.8 x 262.35 x 19.99 mm, 2.35 kg"
Laptop MacBook Pro 16 2023 M2 Pro 12CPU 19GPU 16GB/1TB,65990000,Apple (MacBook),https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-16-2023-m2-pro-12cpu-19gpu?dung-luong=1tb,5,1,"['https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096365586236783_macbook-pro-16-2023-m2-pro-bac-8.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096365586236783_macbook-pro-16-2023-m2-pro-bac-7.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096365585766755_macbook-pro-16-2023-m2-pro-bac-9.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096365589720788_macbook-pro-16-2023-m2-pro-bac-1.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096365590488079_macbook-pro-16-2023-m2-pro-bac-2.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096365586236783_macbook-pro-16-2023-m2-pro-bac-4.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096365587016763_macbook-pro-16-2023-m2-pro-bac-6.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096365587335487_macbook-pro-16-2023-m2-pro-bac-5.jpg', 'https://images.fpt.shop/unsafe/fit-in/585x390/filters:quality(90):fill(white)/fptshop.com.vn/Uploads/Originals/2023/1/18/638096365589150774_macbook-pro-16-2023-m2-pro-bac-3.jpg']","Apple, M2 Pro, 12-Core","16 GB (1 thanh 16 GB), Hãng không công bố, Hãng không công bố","16.2 inch, 3456 x 2234 Pixels, OLED, 120 Hz, 1000 nits, Retina",SSD 1 TB,Apple M2 Pro 19-core GPU,Ventura,"35.57 x 24.81 x 1.68 cm, 2.15 kg"
